77.183311	88.156601	0	0
77.175163	88.475731	0	0
77.164124	88.794777	0	0
77.150215	89.113716	0	0
77.133415	89.432526	0	0
77.113739	89.75119	0	0
77.091194	90.069656	0	0
77.065773	90.387932	0	0
77.037483	90.705956	0	0
77.006332	91.02372	0	0
76.972336	91.341209	0	0
76.935478	91.658379	0	0
76.895775	91.97522	0	0
76.853226	92.291702	0	0
76.807846	92.607796	0	0
76.759636	92.923477	0	0
76.708603	93.238724	0	0
76.654739	93.553513	0	0
76.598076	93.867805	0	0
76.538589	94.181595	0	0
76.476318	94.49485	0	0
76.411255	94.807549	0	0
76.343399	95.119652	0	0
76.272766	95.431152	0	0
76.199371	95.74202	0	0
76.123199	96.052231	0	0
76.044289	96.361763	0	0
75.962616	96.670586	0	0
75.878204	96.978676	0	0
75.791069	97.286018	0	0
75.701218	97.592583	0	0
75.60865	97.898354	0	0
75.513382	98.2033	0	0
75.415421	98.507393	0	0
75.314774	98.810631	0	0
75.211449	99.112968	0	0
75.105476	99.414383	0	0
74.996841	99.714874	0	0
74.885551	100.014397	0	0
74.771645	100.312935	0	0
74.655106	100.610481	0	0
74.53595	100.90699	0	0
74.414215	101.202446	0	0
74.289864	101.496841	0	0
74.162964	101.790138	0	0
74.033485	102.082314	0	0
73.901443	102.37336	0	0
73.766876	102.663254	0	0
73.629761	102.951965	0	0
73.490135	103.239471	0	0
73.348007	103.525749	0	0
73.203384	103.810799	0	0
73.056282	104.094574	0	0
72.906723	104.377075	0	0
72.754692	104.658272	0	0
72.600227	104.938141	0	0
72.443336	105.216667	0	0
72.284027	105.493835	0	0
72.122322	105.769608	0	0
71.958237	106.043991	0	0
71.791771	106.316933	0	0
71.622963	106.588448	0	0
71.451797	106.858498	0	0
71.278305	107.12706	0	0
71.102493	107.394135	0	0
70.924393	107.659683	0	0
70.743996	107.923691	0	0
70.56134	108.18615	0	0
70.376427	108.447037	0	0
70.18927	108.706329	0	0
69.999886	108.964012	0	0
69.808304	109.22007	0	0
69.614525	109.474472	0	0
69.418564	109.727226	0	0
69.220451	109.978294	0	0
69.020203	110.227661	0	0
68.81781	110.475327	0	0
68.613304	110.721252	0	0
68.406715	110.965431	0	0
68.198036	111.207848	0	0
67.987305	111.448494	0	0
67.774521	111.687332	0	0
67.559708	111.924362	0	0
67.342896	112.159569	0	0
67.124084	112.392929	0	0
66.903282	112.624435	0	0
66.680527	112.854057	0	0
66.455833	113.081802	0	0
66.229218	113.307632	0	0
66.000687	113.531548	0	0
65.770279	113.753532	0	0
65.537987	113.973564	0	0
65.303848	114.191643	0	0
65.067879	114.407753	0	0
64.830078	114.621849	0	0
64.590485	114.833961	0	0
64.349113	115.044052	0	0
64.10598	115.252113	0	0
63.861103	115.458138	0	0
63.614494	115.662102	0	0
63.366188	115.863998	0	0
63.116184	116.063797	0	0
62.864521	116.261528	0	0
62.611198	116.457138	0	0
62.356251	116.650635	0	0
62.099686	116.842003	0	0
61.84153	117.031235	0	0
61.581802	117.218307	0	0
61.320511	117.403221	0	0
61.057693	117.585945	0	0
60.79335	117.766495	0	0
60.527519	117.944847	0	0
60.260208	118.120995	0	0
59.991436	118.294914	0	0
59.72123	118.466614	0	0
59.449604	118.63607	0	0
59.176575	118.803276	0	0
58.902168	118.968239	0	0
58.626404	119.13092	0	0
58.3493	119.291328	0	0
58.070869	119.449455	0	0
57.791145	119.605278	0	0
57.510136	119.758804	0	0
57.227875	119.910019	0	0
56.944366	120.058907	0	0
56.659641	120.205467	0	0
56.373718	120.349693	0	0
56.086613	120.491577	0	0
55.798347	120.631111	0	0
55.508942	120.76828	0	0
55.218418	120.903084	0	0
