3.740349	-2.719109
3.928821	-2.485739
4.117292	-2.25237
4.305764	-2.019001
4.494236	-1.785631
4.682707	-1.552262
4.871179	-1.318893
5.05965	-1.085523
5.248122	-0.852154
5.436594	-0.618784
5.625065	-0.385415
5.813537	-0.152046
6.002008	0.081324
6.19048	0.314693
6.378952	0.548062
6.567423	0.781432
6.755895	1.014801
6.944367	1.248171
7.132838	1.48154
7.32131	1.714909
7.509781	1.948279
7.698253	2.181648
7.886725	2.415017
8.075196	2.648387
8.263668	2.881756
8.452139	3.115126
8.640611	3.348495
8.829083	3.581864
9.017554	3.815234
9.206026	4.048603
9.394497	4.281972
9.582969	4.515342
9.771441	4.748711
9.959912	4.982081
10.148384	5.21545
10.336855	5.448819
10.525327	5.682189
10.713799	5.915558
10.90227	6.148927
11.090742	6.382297
11.279214	6.615666
11.467685	6.849036
11.656157	7.082405
11.844628	7.315774
12.0331	7.549144
12.221572	7.782513
12.410043	8.015882
12.598515	8.249252
12.786986	8.482621
12.975458	8.715991
13.16393	8.94936
13.352401	9.182729
13.540873	9.416099
13.729344	9.649468
13.917816	9.882837
14.106288	10.116207
14.294759	10.349576
14.483231	10.582945
14.671703	10.816315
14.860174	11.049684
15.048646	11.283054
15.237117	11.516423
15.425589	11.749792
15.614061	11.983162
15.802532	12.216531
15.991004	12.4499
16.179475	12.68327
16.367947	12.916639
16.556419	13.150009
16.74489	13.383378
16.933362	13.616747
17.121833	13.850117
17.310305	14.083486
17.498777	14.316855
17.687248	14.550225
17.87572	14.783594
18.064192	15.016964
18.252663	15.250333
18.441135	15.483702
18.629606	15.717072
18.818078	15.950441
19.00655	16.18381
19.195021	16.41718
19.383493	16.650549
19.571964	16.883919
19.760436	17.117288
19.948908	17.350657
20.137379	17.584027
20.325851	17.817396
20.514322	18.050765
20.702794	18.284135
20.891266	18.517504
21.079737	18.750874
21.268209	18.984243
21.456681	19.217612
21.645152	19.450982
21.833624	19.684351
22.022095	19.91772
22.210567	20.15109
22.399039	20.384459
22.58751	20.617829
22.775982	20.851198
22.964453	21.084567
23.152925	21.317937
23.341397	21.551306
23.529868	21.784675
23.71834	22.018045
23.906811	22.251414
24.095283	22.484783
24.283755	22.718153
24.472226	22.951522
24.660698	23.184892
24.84917	23.418261
25.037641	23.65163
25.226113	23.885
25.414584	24.118369
25.603056	24.351738
25.791528	24.585108
25.979999	24.818477
26.168471	25.051847
26.356942	25.285216
26.545414	25.518585
26.733886	25.751955
26.922357	25.985324
27.110829	26.218693
27.2993	26.452063
27.487772	26.685432
27.676244	26.918802
27.864715	27.152171
28.053187	27.38554
28.241659	27.61891
28.43013	27.852279
28.618602	28.085648
28.807073	28.319018
28.995545	28.552387
29.184017	28.785757
29.372488	29.019126
29.56096	29.252495
29.749431	29.485865
29.937903	29.719234
30.126375	29.952603
30.314846	30.185973
30.503318	30.419342
30.691789	30.652712
30.880261	30.886081
31.068733	31.11945
31.257204	31.35282
31.445676	31.586189
31.634147	31.819558
31.822619	32.052928
32.011091	32.286297
32.199562	32.519667
32.388034	32.753036
32.576506	32.986405
32.764977	33.219775
32.953449	33.453144
33.14192	33.686513
33.330392	33.919883
33.518864	34.153252
33.707335	34.386622
33.895807	34.619991
34.084278	34.85336
34.27275	35.08673
34.461222	35.320099
34.649693	35.553468
34.838165	35.786838
35.026636	36.020207
35.215108	36.253576
35.40358	36.486946
35.592051	36.720315
35.780523	36.953685
35.968995	37.187054
36.157466	37.420423
36.345938	37.653793
36.534409	37.887162
36.722881	38.120531
36.911353	38.353901
37.099824	38.58727
37.288296	38.82064
37.476767	39.054009
37.665239	39.287378
37.853711	39.520748
38.042182	39.754117
38.230654	39.987486
38.419125	40.220856
38.607597	40.454225
38.796069	40.687595
38.98454	40.920964
39.173012	41.154333
39.361484	41.387703
39.549955	41.621072
39.738427	41.854441
39.926898	42.087811
40.11537	42.32118
40.303842	42.55455
40.492313	42.787919
40.680785	43.021288
40.869256	43.254658
41.057728	43.488027
41.2462	43.721396
41.434671	43.954766
41.623142	44.188136
41.811613	44.421505
42.000083	44.654876
42.188549	44.88825
42.377006	45.121632
42.565436	45.355034
42.753795	45.588494
42.941958	45.82211
43.129585	46.056155
43.315744	46.291375
43.446024	46.469835
43.592665	46.633187
43.792466	46.856484
43.990999	47.08116
44.189069	47.306341
44.386969	47.531707
44.584808	47.757139
44.782625	47.982596
44.980433	48.208062
45.178238	48.433531
45.376042	48.659002
45.573846	48.884473
45.771649	49.109944
45.969452	49.335415
46.167256	49.560886
46.365059	49.786357
46.562863	50.011828
46.760666	50.2373
46.958469	50.462771
47.156273	50.688242
47.354076	50.913713
47.551879	51.139184
47.749683	51.364656
47.947486	51.590127
48.145289	51.815598
48.343093	52.041069
48.540897	52.26654
48.738701	52.49201
48.936506	52.717479
49.134315	52.942944
49.332134	53.168399
49.529979	53.393824
49.727897	53.61917
49.926015	53.844299
50.124679	54.068833
50.324838	54.29174
50.524935	54.50613
50.71009	54.733738
50.903313	54.96209
51.096899	55.190135
51.290485	55.41818
51.484071	55.646225
51.677657	55.874269
51.871243	56.102314
52.064829	56.330359
52.258415	56.558404
52.452001	56.786449
52.645586	57.014493
52.839172	57.242538
53.032758	57.470583
53.226344	57.698628
53.419929	57.926673
53.613515	58.154718
53.807101	58.382763
54.000686	58.610808
54.194272	58.838853
54.387858	59.066898
54.581443	59.294943
54.775029	59.522988
54.968614	59.751034
55.1622	59.979079
55.355786	60.207124
55.549371	60.435169
55.742957	60.663214
55.936542	60.891259
56.130128	61.119304
56.323713	61.34735
56.517298	61.575395
56.710884	61.80344
56.904469	62.031485
57.098055	62.25953
57.29164	62.487576
57.485225	62.715621
57.678811	62.943666
57.872396	63.171712
58.065981	63.399757
58.259567	63.627802
58.453152	63.855848
58.646737	64.083893
58.840322	64.311938
59.033908	64.539984
59.227493	64.768029
59.421078	64.996075
59.614663	65.22412
59.808248	65.452166
60.001833	65.680211
60.195418	65.908257
60.389003	66.136302
60.582588	66.364348
60.776173	66.592393
60.969758	66.820439
61.163343	67.048485
61.356927	67.276531
61.550512	67.504577
61.744096	67.732623
61.936949	67.959801
62.159163	68.232951
62.367748	68.505875
62.563039	68.778952
62.745048	69.052176
62.913789	69.325541
63.069276	69.599041
63.211527	69.872676
63.34056	70.146445
63.456396	70.420351
63.559055	70.694401
63.648557	70.968606
63.724923	71.242981
63.788171	71.517544
63.838319	71.792318
63.875381	72.067329
63.899368	72.342606
63.910286	72.618179
63.908137	72.89408
63.892919	73.170341
63.864626	73.446992
63.823246	73.724062
63.768766	74.001577
63.701169	74.279557
63.620437	74.558022
63.526548	74.836986
63.419484	75.116458
63.299224	75.396446
63.16575	75.676952
63.019041	75.957977
62.859084	76.239518
62.685861	76.521571
62.499361	76.80413
62.299848	77.086809
62.118931	77.321174
61.927412	77.547059
61.725385	77.76392
61.514431	77.969877
61.275921	78.164734
61.034109	78.362378
60.792292	78.560015
60.550472	78.757649
60.308651	78.955283
60.066831	79.152916
59.82501	79.350549
59.583188	79.548182
59.341367	79.745814
59.099544	79.943444
58.859473	80.139668
58.620691	80.317188
58.376336	80.494325
58.127946	80.66878
57.875573	80.839395
57.619274	81.005014
57.359107	81.164479
57.095135	81.31664
56.827421	81.460347
56.556031	81.594458
56.278751	81.719479
55.958647	81.867593
55.645544	81.997822
55.336896	82.110757
55.03271	82.206433
54.7010696580316	82.2972512252794
54.376784707403	82.3697465327928
54.059855148114	82.4239189225401
53.7502809801647	82.4597683945214
53.4480622035552	82.4772949487366
53.1531988182853	82.4764985851859
52.8656908243551	82.457379303869
52.5855382217646	82.4199371047862
52.3127410105138	82.3641719879373
52.0472991906026	82.2900839533224
51.7892127620312	82.1976730009414
51.5384817247995	82.0869391307945
51.2951060789074	81.9578823428814
51.0590858243551	81.8105026372024
50.8304209611424	81.6448000137573
50.6091114892695	81.4607744725462
50.3951574087362	81.258426013569
50.1885587195426	81.0377546368258
49.9893154216887	80.7987603423166
49.7974275151745	80.5414431300413
49.612895	80.265803
49.397672	79.983725
49.180558	79.693014
48.939708	79.317374
48.690092	78.941192
48.43964	78.565466
48.193996	78.189374
48.01407	77.958525
47.836908	77.722186
47.661345	77.484775
47.486364	77.246976
47.311587	77.009039
47.136865	76.771065
46.962107	76.533116
46.787181	76.295279
46.611774	76.057765
46.435038	75.82114
46.249721	75.579227
46.07165	75.323428
45.894274	75.077517
45.715501	74.832383
45.536217	74.587531
